city,streetAddress,zipcode,latitude,longitude,propertyTaxRate,garageSpaces,hasCooling,hasGarage,hasHeating,hasSpa,hasView,homeType,yearBuilt,latestPrice,numPriceChanges,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,avgSchoolRating,numOfBathrooms,numOfBedrooms,numOfStories,numOfSchools,predicted_prices_nn
austin,2815 Grimes Ranch Rd,78732,30.36907768,-97.90023804,1.98,0,True,False,True,False,False,Single Family,2000,445000,1,0,2,1,0,0,0,0,0,7971.0,3049,8.666666667000001,3.0,4,2,3,440694.78
austin,3501 Josh Ln,78730,30.36011887,-97.8607254,1.98,3,True,True,True,True,True,Single Family,2000,625000,8,0,8,3,0,0,0,0,0,18295.2,6422,7.0,5.0,7,2,3,1651855.0
austin,2805 Grimes Ranch Rd,78732,30.36951637,-97.9006424,1.98,0,True,False,True,False,False,Single Family,2000,405000,4,0,3,1,0,0,0,0,0,7884.0,2903,8.666666667000001,3.0,4,1,3,481999.38
austin,6404 Panadero Cv,78747,30.15544128,-97.74476624,1.98,0,True,False,True,False,False,Single Family,2013,270000,1,0,4,1,0,0,0,0,0,6011.0,2801,5.333333333,3.0,3,2,3,364873.75
austin,12508 Uvalde Creek Dr,78732,30.35512733,-97.90554047,1.98,2,True,True,True,False,True,Single Family,2004,400000,1,0,6,2,0,0,0,0,0,8668.0,2162,8.666666667000001,2.0,4,1,3,258906.36
austin,12928 Bloomfield Hills Ln,78732,30.36765862,-97.90668488,1.98,0,True,False,True,False,False,Single Family,2006,500000,3,0,3,1,0,1,0,1,0,9583.0,2999,8.666666667000001,4.0,4,2,3,529126.3
austin,2767 Grimes Ranch Rd,78732,30.36981964,-97.90080261,1.98,3,True,True,True,False,False,Single Family,2000,339000,3,0,3,2,0,0,0,0,0,7492.0,2709,8.666666667000001,3.0,4,2,3,349295.16
austin,3704 Josh Ln,78730,30.363191600000004,-97.86118317,1.98,2,True,True,True,False,True,Single Family,2005,925000,2,0,5,2,1,2,0,1,0,14810.4,3339,7.0,4.0,4,2,3,839700.56
austin,6401 Marble Creek Loop,78747,30.16167641,-97.74352264,1.98,0,True,False,True,False,False,Single Family,2003,219900,1,0,3,1,0,0,0,0,0,8015.0,1736,3.666666667,3.0,3,2,3,232449.25
austin,2751 Grimes Ranch Rd,78732,30.37044525,-97.90112305,1.98,3,True,True,True,False,True,Single Family,2000,410000,1,0,2,3,0,0,0,0,1,8276.0,2690,8.666666667000001,3.0,4,2,3,360650.7
austin,9907 Westminster Glen Ave,78730,30.36278534,-97.84784698,1.98,0,True,False,True,True,False,Single Family,1999,1100000,5,0,3,1,0,0,0,0,0,55756.8,4245,7.0,4.0,4,1,3,1148453.4
austin,7533 Marble Ridge Dr,78747,30.16310692,-97.73749542,1.98,2,True,True,True,False,False,Single Family,2001,249900,1,0,2,2,1,1,0,0,0,7405.0,1495,3.666666667,2.0,3,1,3,227214.36
austin,1908 Rio Mesa Dr,78732,30.35950279,-97.90287018,1.98,0,True,False,True,True,True,Single Family,2005,650000,3,0,5,1,3,4,0,2,0,10846.0,4277,8.666666667000001,4.0,5,2,3,997334.56
austin,4518 Whitehall Cv,78730,30.36743164,-97.84674072,1.98,0,True,False,True,False,True,Single Family,2000,1600000,1,0,3,1,0,0,0,0,0,55321.2,5036,7.0,5.0,5,2,3,1377184.2
austin,9744 Big View Dr,78730,30.36533546,-97.84941101,1.98,3,True,True,True,True,True,Single Family,1998,600000,5,0,4,2,0,0,0,0,0,29185.2,4317,7.0,3.0,5,2,3,897091.8
austin,7933 Tee Dr,78747,30.15798569,-97.74938202,1.98,0,True,False,True,False,False,Single Family,2009,230000,1,0,0,1,0,0,0,0,0,5662.0,1436,5.333333333,2.0,3,1,3,237553.48
austin,2713 Grimes Ranch Rd,78732,30.37191391,-97.90188599,1.98,2,True,True,True,False,True,Single Family,2000,529000,1,0,7,2,2,0,0,1,0,7700.0,3109,8.666666667000001,3.0,4,2,3,505763.12
austin,2809 Saratoga Dr,78733,30.35047913,-97.86233521,1.98,2,True,True,True,True,False,Single Family,1995,595000,3,0,2,2,1,0,0,0,0,14374.8,2224,8.0,3.0,4,2,4,534345.4
austin,7902 Bramble Bush Dr,78747,30.15876007,-97.73902893,1.98,2,True,True,True,False,False,Single Family,2000,269900,3,0,3,2,0,0,0,0,0,5662.0,2617,3.666666667,3.0,5,2,3,256953.05
austin,9724 Big View Dr,78730,30.36419106,-97.85034943,1.98,3,True,True,True,True,True,Single Family,1998,675000,1,0,1,2,0,0,0,0,0,32234.4,3240,7.0,4.0,3,2,3,919149.2
austin,6512 Marble Creek Loop,78747,30.16137314,-97.74155426,1.98,0,True,False,True,False,False,Single Family,2002,269900,1,0,3,1,0,0,0,0,0,5749.0,2711,3.666666667,3.0,4,2,3,297643.34
austin,9712 Big View Dr,78730,30.36346626,-97.85068512,1.98,4,True,True,True,False,True,Single Family,1999,1050000,3,0,3,3,2,0,0,2,0,27878.4,5070,7.0,4.0,6,2,3,1272212.4
austin,2213 Persimmon Ridge Ct,78732,30.36998367,-97.90764618,1.98,3,True,True,True,True,False,Single Family,2006,775000,1,0,1,2,0,0,0,0,0,12632.4,4239,8.666666667000001,4.0,5,2,3,891572.8
austin,7903 Rosenberry Dr,78747,30.15887451,-97.73932648,1.98,0,True,False,True,False,False,Single Family,1999,113000,8,0,4,1,0,0,0,0,0,5793.0,2775,3.666666667,3.0,4,2,3,255006.98
austin,9700 Big View Dr,78730,30.3626709,-97.85115814,1.98,6,True,True,True,True,True,Single Family,1997,874900,4,0,1,2,0,0,0,0,0,30492.0,4067,7.0,5.0,5,2,3,1229118.4
austin,12932 Majestic Oaks Dr,78732,30.37293816,-97.90136719,1.98,2,True,True,True,False,True,Single Family,1999,535000,1,0,6,2,2,0,0,0,0,7492.0,2911,8.666666667000001,3.0,4,2,3,478668.38
austin,4825 River Place Blvd,78730,30.37508202,-97.85383606,1.98,0,True,False,True,False,False,Single Family,1997,925000,3,0,3,1,0,0,0,0,0,15681.6,3835,7.0,4.0,3,2,3,914566.2
austin,4010 Michael Neill Dr,78730,30.36332703,-97.85314941,1.98,3,True,True,True,False,False,Single Family,1999,899000,1,0,3,2,0,0,0,0,0,16117.2,4237,7.0,4.0,4,2,3,1038989.5
austin,12621 Lee Park Ln,78732,30.36740112,-97.89845276,1.98,2,True,True,True,False,False,Single Family,2006,424900,2,0,4,2,1,1,0,1,0,5532.0,2686,8.666666667000001,3.0,4,2,3,369449.84
austin,12104 Portobella Dr,78732,30.37396431,-97.88433838,1.98,0,True,False,True,False,False,Single Family,1999,559000,2,0,6,2,0,0,0,0,0,13068.0,3332,8.333333332999999,4.0,4,2,3,638812.44
austin,4016 Michael Neill Dr,78730,30.36366081,-97.8531723,1.98,2,True,True,True,False,True,Single Family,1999,539000,10,0,2,2,3,2,0,1,0,10672.0,4297,7.0,4.0,4,2,3,1032146.2
austin,6621 Doyal Dr,78747,30.15334892,-97.74206543,1.98,0,True,False,True,False,False,Single Family,2004,234900,2,0,5,1,0,0,0,0,0,4268.0,1788,5.333333333,3.0,3,2,3,254451.4
austin,4020 Michael Neill Dr,78730,30.36388588,-97.85321808,1.98,3,True,True,True,True,True,Single Family,1999,875000,2,0,3,2,0,0,0,0,0,10890.0,3732,7.0,4.0,5,2,3,949649.5
austin,4210 Front Range Ln,78732,30.37809944,-97.88254547,1.98,0,True,False,True,False,True,Single Family,2015,650000,1,0,4,2,2,2,0,1,0,19166.4,3373,8.333333332999999,4.0,4,2,3,783208.3
austin,6604 Piedras Blanco Dr,78747,30.16136742,-97.73963165,1.98,0,True,False,True,False,False,Single Family,2002,272000,2,0,3,1,1,2,0,0,0,5793.0,2912,3.666666667,3.0,4,2,3,333489.28
austin,4100 Michael Neill Dr,78730,30.36411476,-97.85329437,1.98,3,True,True,True,False,True,Single Family,1999,499999,5,0,2,2,3,1,0,0,0,11325.6,3708,7.0,4.0,4,1,3,1121347.4
austin,12108 Estrada Ct,78732,30.37527657,-97.88410187,1.98,3,True,True,True,False,True,Single Family,1999,589000,1,0,1,2,0,1,0,0,0,23958.0,3839,8.333333332999999,3.0,5,2,3,616172.25
austin,11604 Pelican Bay Cv,78732,30.35386086,-97.88755798,1.98,3,True,True,True,True,True,Single Family,2005,825000,9,0,7,3,0,0,0,0,0,12196.8,4182,8.333333332999999,4.0,4,2,3,850570.2
austin,6616 Doyal Dr,78747,30.15373993,-97.7419281,1.98,0,True,False,True,False,False,Single Family,2004,184900,1,0,3,1,0,1,0,0,0,3615.0,1314,5.333333333,2.0,3,1,3,232399.16
austin,9709 Big View Dr,78730,30.36347771,-97.85160828,1.98,0,True,False,True,False,False,Single Family,1998,1195000,1,0,0,1,0,0,0,0,0,15681.6,5508,7.0,5.0,4,2,3,1505405.9
austin,12504 Scates Ct,78732,30.37546349,-97.89144897,1.98,2,True,True,True,False,True,Single Family,1998,500000,1,0,3,2,2,3,0,1,0,10863.0,3476,8.333333332999999,3.5,3,2,3,718520.06
austin,10001 Inshore Dr,78730,30.36489105,-97.85105133,1.98,2,True,True,True,False,False,Single Family,1998,775000,1,0,4,2,1,2,0,1,0,13503.6,3473,7.0,4.0,4,2,3,863440.44
austin,12500 Scates Ct,78732,30.37551308,-97.8911438,1.98,2,True,True,True,False,False,Single Family,1995,415000,2,0,4,2,0,0,0,0,0,12632.4,2603,8.333333332999999,3.0,4,1,3,412721.94
austin,6620 Doyal Dr,78747,30.15368652,-97.74181366,1.98,0,True,False,True,False,False,Single Family,2004,199000,1,0,4,1,0,0,0,0,0,3615.0,1343,5.333333333,2.0,3,1,3,231088.78
austin,3315 Far View Dr,78730,30.35626602,-97.85868073,1.98,0,True,False,True,False,False,Single Family,1992,1795000,1,0,3,1,1,1,0,1,0,94089.6,3397,7.0,5.0,4,2,3,976274.94
austin,2945 Grimes Ranch Rd,78732,30.36965942,-97.89575195,1.98,2,True,True,True,True,True,Single Family,2001,499999,4,0,2,2,3,1,0,0,0,7971.0,2944,8.666666667000001,4.0,4,2,3,690449.7
austin,6640 Piedras Blanco Dr,78747,30.16075325,-97.73828125,1.98,2,True,True,True,False,False,Single Family,2002,270000,1,0,5,2,1,2,0,0,0,5793.0,2234,3.666666667,3.0,3,2,3,291842.84
austin,4301 Inshore Cv,78730,30.3667984,-97.85290527,1.98,0,True,False,True,False,False,Single Family,2012,1374988,1,0,3,1,0,0,0,0,0,40075.2,4669,7.0,6.0,5,2,3,1413733.9
austin,3429 John Simpson Trl,78732,30.37480736,-97.89115143,1.98,2,True,True,True,False,False,Single Family,1996,334900,5,0,3,2,4,1,0,0,0,8232.0,3073,8.333333332999999,4.0,4,2,3,631108.6
austin,2937 Grimes Ranch Rd,78732,30.36940384,-97.89601898,1.98,2,True,True,True,False,False,Single Family,1999,350000,4,0,3,2,0,0,0,0,0,7927.0,2215,8.666666667000001,2.0,3,1,3,253050.2
austin,10104 Inshore Dr,78730,30.36664009,-97.8523407,1.98,0,True,False,True,False,False,Single Family,1998,544700,1,0,0,1,0,0,0,0,0,17424.0,3299,7.0,3.0,4,2,3,636134.0
austin,6700 Piedras Blanco Dr,78747,30.16068268,-97.73812866,1.98,2,True,True,True,False,True,Single Family,2002,215000,1,0,5,2,0,0,0,0,0,6882.0,1578,3.666666667,2.0,3,1,3,227875.44
austin,12905 Bloomfield Hills Ln,78732,30.36650848,-97.90644836,1.98,0,True,False,True,False,False,Single Family,2006,499900,2,0,3,1,0,0,0,0,0,8712.0,3796,8.666666667000001,4.0,5,2,3,691030.75
austin,10310 James Ryan Way,78730,30.36154938,-97.85895538,1.98,0,True,False,True,False,True,Single Family,2000,875000,4,0,3,1,0,0,0,0,0,16117.2,4454,7.0,4.0,5,2,3,1011162.2
austin,9900 Inca Ln,78733,30.35152626,-97.85966492,1.98,4,True,True,True,False,True,Single Family,2005,680000,1,0,3,2,2,1,0,0,0,12632.4,2179,8.0,3.0,3,2,4,661017.1
austin,9732 Big View Dr,78730,30.36484528,-97.85057831,1.98,3,True,True,True,True,True,Single Family,1998,998500,1,0,4,2,3,0,0,0,0,36590.4,3876,7.0,5.0,4,2,3,1310076.6
austin,12505 Mulberry Creek Ct,78732,30.37478447,-97.88999939,1.98,0,True,False,True,False,False,Single Family,1996,399000,4,0,5,1,0,0,0,0,0,10454.0,3070,8.333333332999999,3.0,4,2,3,385295.44
austin,3409 Far View Dr,78730,30.35556412,-97.85409546,1.98,3,True,True,True,False,True,Single Family,1980,1495000,6,0,3,3,2,0,1,0,0,101494.8,4655,7.0,4.0,4,3,3,1804345.2
austin,12700 Pinto Chase Ct,78732,30.36885643,-97.90273285,1.98,4,True,True,True,True,False,Single Family,2005,579500,2,0,2,2,0,0,0,0,0,14810.4,3702,8.666666667000001,4.0,5,2,3,765528.25
austin,13001 Bloomfield Hills Ln,78732,30.36762619,-97.90738678,1.98,2,True,True,True,False,True,Single Family,2005,359824,8,0,7,2,0,0,0,0,0,9321.0,3000,8.666666667000001,3.0,4,2,3,354351.44
austin,2401 Shire Ridge Dr,78732,30.36679077,-97.90187836,1.98,0,True,False,True,False,True,Single Family,2006,499000,2,0,4,1,3,3,0,1,0,9147.0,3555,8.666666667000001,4.0,5,2,3,777018.3
austin,3452 Mulberry Creek Dr,78732,30.37575531,-97.89076996,1.98,2,True,True,True,True,True,Single Family,1997,465000,5,0,4,2,0,0,0,0,0,9147.0,3360,8.333333332999999,3.0,4,2,3,506053.03
austin,12517 Uvalde Creek Dr,78732,30.354885100000004,-97.90607452,1.98,2,True,True,True,False,True,Single Family,2003,385000,4,0,8,2,0,0,0,0,0,9147.0,2667,8.666666667000001,3.0,4,2,3,331213.16
austin,3460 Mulberry Creek Dr,78732,30.37587547,-97.89117432,1.98,2,True,True,True,False,False,Single Family,1996,490000,4,0,2,2,1,0,0,2,0,9713.0,2824,8.333333332999999,3.0,3,2,3,358224.3
austin,1312 Nova Ct,78732,30.3592968,-97.90766144,1.98,3,True,True,True,False,False,Single Family,2008,669950,1,0,2,2,0,0,0,0,0,13503.6,3632,8.666666667000001,4.0,6,2,3,650206.0
austin,4205 Vista Verde Dr,78732,30.37777519,-97.87765503,1.98,0,True,False,True,False,True,Single Family,2014,488350,1,0,2,1,1,0,0,0,0,4356.0,2020,8.333333332999999,2.0,3,1,3,314098.4
austin,12716 Coralberry Cv,78732,30.37123108,-97.89652252,1.98,2,True,True,True,True,False,Single Family,1999,565000,2,0,1,2,2,1,0,1,0,7579.0,2994,8.666666667000001,3.0,4,2,3,514614.34
austin,12602 Schreiner Ct,78732,30.37785912,-97.89115143,1.98,2,True,True,True,False,False,Single Family,1993,449900,4,0,4,2,1,1,0,2,0,9234.0,2017,8.333333332999999,2.0,4,1,3,162567.95
austin,12704 Coralberry Cv,78732,30.37111473,-97.89595032,1.98,2,True,True,True,True,False,Single Family,1999,299900,8,0,7,2,0,0,0,0,0,11761.2,2878,8.666666667000001,3.0,4,2,3,355170.16
austin,12920 Bloomfield Hills Ln,78732,30.36741447,-97.90639496,1.98,0,True,False,True,False,False,Single Family,2005,599000,1,0,3,1,1,0,0,1,0,7492.0,3595,8.666666667000001,4.0,5,2,3,670899.2
austin,2508 Shire Ridge Dr,78732,30.36860085,-97.90209198,1.98,3,True,True,True,False,False,Single Family,2005,635000,1,0,3,2,2,1,0,1,0,10715.0,3640,8.666666667000001,4.0,4,2,3,780963.75
austin,2609 Old Hickory Cv,78732,30.3589592,-97.88582611,1.98,2,True,True,True,False,False,Single Family,2005,689000,6,0,5,2,0,0,0,0,0,14374.8,3245,8.333333332999999,4.0,4,2,3,534290.7
austin,2632 University Club Dr,78732,30.36201859,-97.8881073,1.98,3,True,True,True,False,False,Single Family,2006,1375000,2,0,4,2,1,1,0,1,0,44431.2,4676,8.333333332999999,6.0,5,2,3,1258455.8
austin,2405 Rio Mesa Dr,78732,30.36192131,-97.8985672,1.98,2,True,True,True,False,False,Single Family,2004,415000,6,0,4,2,0,1,0,1,0,10497.0,4038,8.666666667000001,4.0,6,2,3,643888.44
austin,1501 Austrina Pass,78732,30.36021614,-97.90732574,1.98,0,True,False,True,False,False,Single Family,2006,580000,2,0,1,1,0,0,0,0,0,12632.4,3681,8.666666667000001,4.0,4,2,3,705342.56
austin,12713 Capella Trl,78732,30.36184883,-97.90750122,1.98,2,True,True,True,False,True,Single Family,2007,550000,4,0,3,2,2,1,0,1,0,9626.0,2934,8.666666667000001,4.0,4,2,3,581331.1
austin,3309 Oxsheer Dr,78732,30.37575722,-97.8970871,1.98,2,True,True,True,False,True,Single Family,1998,485000,9,0,7,2,0,0,0,0,0,9147.0,3165,8.333333332999999,3.0,5,2,3,321321.78
austin,3704 Rip Ford Dr,78732,30.37591171,-97.8868103,1.98,2,True,True,True,False,True,Single Family,1988,430000,2,0,3,2,0,0,0,0,0,10890.0,2103,8.333333332999999,3.0,3,2,3,254283.55
austin,3703 Rip Ford Dr,78732,30.37565041,-97.8868866,1.98,0,True,False,True,False,False,Single Family,1988,370950,4,0,0,1,0,0,0,0,0,12196.8,2484,8.333333332999999,2.0,4,1,3,283868.2
austin,3609 Latimer Dr,78732,30.37527275,-97.88710022,1.98,2,True,True,True,False,False,Single Family,1988,365000,3,0,3,2,0,0,0,0,0,9975.0,2115,8.333333332999999,3.0,3,2,3,225768.17
austin,2952 Grimes Ranch Rd,78732,30.37022018,-97.89600372,1.98,3,True,True,True,True,False,Single Family,1999,539000,1,0,3,2,3,1,0,0,0,7801.0,2721,8.666666667000001,3.0,4,2,3,533242.3
austin,2956 Grimes Ranch Rd,78732,30.37035942,-97.89588928,1.98,2,True,True,True,True,True,Single Family,2002,465000,7,0,2,4,0,0,0,0,0,7492.0,3261,8.666666667000001,3.0,5,2,3,519653.06
austin,2921 Majestic Oaks Pass,78732,30.37210464,-97.8978653,1.98,2,True,True,True,False,False,Single Family,2001,449000,5,0,4,2,0,0,0,0,0,8015.0,2954,8.666666667000001,3.0,4,2,3,359584.06
austin,2232 Westfalian Trl,78732,30.36316109,-97.90093231,1.98,2,True,True,True,False,False,Single Family,2003,358000,4,0,1,2,0,0,0,0,0,7274.0,1982,8.666666667000001,2.0,3,1,3,218618.66
austin,1913 Mariachi Ct,78732,30.35756493,-97.90093231,1.98,3,True,True,True,True,False,Single Family,2003,697000,2,0,3,2,1,0,0,1,0,14374.8,4377,8.666666667000001,4.0,5,2,3,927611.6
austin,2819 Lantana Ridge Dr,78732,30.37012482,-97.89788818,1.98,0,True,False,True,False,False,Single Family,1999,449900,1,0,2,1,0,0,0,0,0,6795.0,2848,8.666666667000001,3.0,4,2,3,398797.94
austin,2713 Rio Mesa Dr,78732,30.36077881,-97.89736176,1.98,0,True,False,True,False,False,Single Family,2003,525000,1,0,0,1,0,0,0,0,0,12196.8,3424,8.666666667000001,4.0,5,2,3,626492.8
austin,2811 Lantana Ridge Dr,78732,30.36984062,-97.89774323,1.98,0,True,False,True,False,False,Single Family,1999,389000,2,0,3,1,0,0,0,0,0,6795.0,2097,8.666666667000001,2.0,4,1,3,246413.06
austin,12201 Rayo De Luna Ln,78732,30.35926437,-97.8989563,1.98,2,True,True,True,True,True,Single Family,2004,565000,2,0,7,2,0,0,0,0,0,8712.0,3950,8.666666667000001,4.0,6,2,3,774925.5
austin,12901 Bloomfield Hills Ln,78732,30.36645699,-97.90619659,1.98,3,True,True,True,False,True,Single Family,2005,589000,3,0,4,2,0,0,0,0,0,10280.0,3981,8.666666667000001,4.0,4,2,3,793629.56
austin,12108 Horseback Hollow Ct,78732,30.35162735,-97.90275574,1.98,3,True,True,True,True,True,Single Family,2007,825000,2,0,4,2,0,0,0,1,0,11325.6,4410,8.666666667000001,4.0,5,2,3,929006.6
austin,2924 Persimmon Valley Trl,78732,30.37037086,-97.89750671,1.98,2,True,True,True,False,False,Single Family,1999,424900,4,0,2,2,0,0,0,0,0,6838.0,2892,8.666666667000001,3.0,4,2,3,358836.0
austin,11605 Firethorn Ct,78732,30.35270691,-97.89040375,1.98,5,True,True,True,True,False,Single Family,2012,1230000,1,0,4,2,0,0,0,0,0,41817.6,4549,8.333333332999999,5.0,4,2,3,1209678.5
austin,12804 Lantana Ridge Ct,78732,30.3710289,-97.89913177,1.98,2,True,True,True,False,False,Single Family,2000,469000,1,0,3,2,1,2,0,0,0,9234.0,2689,8.666666667000001,2.5,5,2,3,301585.5
austin,12417 Central Park Dr,78732,30.36825943,-97.89752197,1.98,2,True,True,True,False,False,Single Family,2007,417000,3,0,2,2,0,0,0,0,0,9975.0,2724,8.666666667000001,3.0,4,2,3,346274.84
austin,12109 Las Flores Dr,78732,30.35732269,-97.900383,1.98,3,True,True,True,False,False,Single Family,2004,749000,1,0,3,2,1,0,0,0,0,14374.8,3958,8.666666667000001,4.0,4,2,3,834178.7
austin,1900 Lakecliff Hills Ln,78732,30.35346985,-97.88811493,1.98,4,True,True,True,False,False,Single Family,2005,1075000,2,0,4,2,4,1,0,2,0,13503.6,5123,8.333333332999999,5.0,5,2,3,1332565.1
austin,1008 Cavalry Ride Trl,78732,30.35425758,-97.90434265,1.98,0,True,False,True,False,False,Single Family,2006,464900,7,0,3,1,1,0,0,1,0,7971.0,3178,8.666666667000001,4.0,4,2,3,537552.3
austin,12712 Capella Trl,78732,30.36224556,-97.90706635,1.98,2,True,True,True,False,False,Single Family,2007,734900,1,0,0,2,0,1,0,0,0,11325.6,3879,8.666666667000001,4.0,4,2,3,768485.6
austin,12804 Texas Sage Ct,78732,30.36985016,-97.89867401,1.98,0,True,False,True,False,True,Single Family,2000,400000,11,0,4,1,0,0,0,0,0,9801.0,2319,8.666666667000001,2.0,4,1,3,213023.22
austin,12505 Bright Sky Overlook,78732,30.35385132,-97.90544891,1.98,0,True,False,True,False,False,Single Family,2003,400000,1,0,3,1,2,0,0,1,0,7405.0,2177,8.666666667000001,2.0,3,1,3,327961.97
austin,3608 Rip Ford Dr,78732,30.37550735,-97.88845825,1.98,0,True,False,True,False,False,Single Family,1989,250000,6,0,3,1,0,0,0,0,0,8276.0,2000,8.333333332999999,2.0,3,1,3,210790.67
austin,2860 Grimes Ranch Rd,78732,30.36924362,-97.89810181,1.98,1,True,True,True,False,True,Single Family,1999,420000,1,0,4,2,0,0,0,0,0,8668.0,2115,8.666666667000001,2.0,3,1,3,266168.7
austin,2816 Lantana Ridge Dr,78732,30.3699379,-97.89833832,1.98,2,True,True,True,False,True,Single Family,1999,474000,2,0,9,2,0,0,0,0,0,6599.0,3032,8.666666667000001,3.0,4,2,3,431789.2
austin,816 Horseback Holw,78732,30.35128975,-97.90380859,1.98,4,True,True,True,False,True,Single Family,2011,675000,9,0,5,3,2,2,0,0,0,10280.0,4012,8.666666667000001,4.0,5,2,3,846362.5
austin,12709 Rush Creek Ln,78732,30.3534565,-97.90710449,1.98,2,True,True,True,False,False,Single Family,2005,469900,11,0,4,2,0,0,0,0,0,9016.0,2804,8.666666667000001,3.0,4,2,3,263892.78
austin,2528 Lipizzan Dr,78732,30.36978722,-97.90388489,1.98,2,True,True,True,False,True,Single Family,2005,639000,1,0,3,2,1,1,0,2,0,12196.8,3595,8.666666667000001,4.0,6,2,3,652683.5
austin,2907 Lantana Ridge Dr,78732,30.37206268,-97.89904785,1.98,2,True,True,True,False,True,Single Family,2000,429900,1,0,3,2,0,0,0,0,0,12196.8,2735,8.666666667000001,3.0,4,2,3,385686.94
austin,12402 Old Salt Trl,78732,30.37770271,-97.88710785,1.98,0,True,False,True,False,False,Single Family,1991,354999,3,0,3,1,0,0,0,0,0,8319.0,2118,8.333333332999999,2.0,3,1,3,255977.12
austin,2908 Majestic Oaks Pass,78732,30.37201691,-97.89865875,1.98,0,True,False,True,False,False,Single Family,2001,424900,11,0,3,1,0,1,0,0,0,7623.0,2964,8.666666667000001,3.0,4,2,3,313191.22
austin,2613 Shire Ridge Dr,78732,30.37004471,-97.902771,1.98,2,True,True,True,False,False,Single Family,2005,550000,1,0,1,2,0,0,0,0,0,8755.0,4403,8.666666667000001,4.0,5,2,3,848508.2
austin,12407 Old Salt Trl,78732,30.37762833,-97.88771057,1.98,0,True,False,True,False,False,Single Family,1993,359900,3,0,3,1,0,0,0,0,0,6708.0,2664,8.333333332999999,3.0,4,2,3,319214.5
austin,2920 Majestic Oaks Pass,78732,30.372404100000004,-97.89832306,1.98,0,True,False,True,False,False,Single Family,1999,399000,1,0,0,1,0,0,0,0,0,10454.0,2149,8.666666667000001,2.0,4,1,3,272954.94
austin,3016 Centennial Olympic Park,78732,30.3689785,-97.89501953,1.98,3,True,True,True,False,False,Single Family,2005,399000,1,0,2,2,0,0,0,0,0,8145.0,2668,8.666666667000001,3.0,4,2,3,377008.0
austin,1404 Cassiopeia Way,78732,30.35873795,-97.90695953,1.98,3,True,True,True,False,True,Single Family,2008,750000,3,0,3,2,3,2,0,0,0,9147.0,3056,8.666666667000001,4.0,4,2,3,705766.2
austin,12824 Majestic Oaks Dr,78732,30.37310028,-97.89905548,1.98,0,True,False,True,False,False,Single Family,1999,389900,2,0,3,1,0,0,0,0,0,7753.0,2208,8.666666667000001,2.0,4,1,3,263777.66
austin,1408 Cassiopeia Way,78732,30.35886002,-97.90677643,1.98,2,True,True,True,False,True,Single Family,2008,625000,1,0,3,3,2,1,0,1,0,9757.0,3605,8.666666667000001,5.0,5,2,3,936945.5
austin,13005 Bloomfield Hills Ln,78732,30.3677845,-97.90748596,1.98,2,True,True,True,True,True,Single Family,2006,600000,3,0,3,2,0,0,0,0,0,7535.0,3408,8.666666667000001,3.0,4,2,3,568643.3
austin,12709 Little Dipper Path,78732,30.35929871,-97.90675354,1.98,2,True,True,True,False,False,Single Family,2006,405000,9,0,3,2,0,0,0,0,0,9539.0,3381,8.666666667000001,4.0,4,2,3,533707.7
austin,12205 Las Flores Dr,78732,30.35803795,-97.90036011,1.98,0,True,False,True,False,False,Single Family,2004,649000,1,0,3,1,0,0,0,0,0,16552.8,4285,8.666666667000001,4.0,5,2,3,820851.9
austin,3711 Caney Creek Rd,78732,30.37764359,-97.88872528,1.98,2,True,True,True,False,False,Single Family,1994,425000,3,0,3,2,2,2,0,0,0,6490.0,2410,8.333333332999999,3.0,4,1,3,435012.78
austin,13300 Country Trails Ln,78732,30.37233925,-97.90740204,1.98,3,True,True,True,False,False,Single Family,2006,639900,8,0,3,2,1,1,0,0,0,11325.6,4435,8.666666667000001,4.0,4,2,3,849209.44
austin,1500 Sirius Cv,78732,30.360075,-97.90690613,1.98,2,True,True,True,False,False,Single Family,2006,624900,2,0,3,2,0,0,0,0,0,12632.4,3615,8.666666667000001,4.0,4,2,3,679120.7
austin,3806 Latimer Dr,78732,30.37806892,-97.88847351,1.98,2,True,True,True,False,True,Single Family,1990,490000,2,0,1,2,4,1,0,1,0,7666.0,2914,8.333333332999999,4.0,4,2,3,644603.5
austin,1917 Lakecliff Hills Ln,78732,30.35455322,-97.88788605,1.98,0,True,False,True,False,False,Single Family,2008,699900,1,0,3,1,1,2,0,1,0,12632.4,3920,8.333333332999999,4.0,4,2,3,804669.94
austin,12609 Central Park Dr,78732,30.3696537,-97.89494324,1.98,0,True,False,True,False,False,Single Family,2006,379950,1,0,3,1,0,0,0,0,0,5488.0,2511,8.666666667000001,4.0,4,2,3,463474.06
austin,3229 Grimes Ranch Rd,78732,30.37355042,-97.89328766,1.98,2,True,True,True,False,True,Single Family,1997,450000,2,0,1,2,0,0,0,0,0,7143.0,2505,8.666666667000001,3.0,4,2,3,326168.44
austin,13008 Country Trails Ln,78732,30.36858749,-97.90652466,1.98,3,True,True,True,False,True,Single Family,2008,850000,1,0,3,2,2,0,0,0,0,11761.2,4410,8.666666667000001,5.0,5,2,3,1130682.8
